Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,NOK,NOK,NOK,NOK,NOK,,,
2021-10-18,2021,10,18,Monday,42,2021-42,5.33,5.35,5.3,5.31,18052100,0.0016949960771894812,5.125714285714286,5.2184
2021-10-19,2021,10,19,Tuesday,42,2021-42,5.31,5.33,5.25,5.25,18232400,-0.010152408280046599,5.152142857142858,5.2138
2021-10-20,2021,10,20,Wednesday,42,2021-42,5.25,5.33,5.24,5.32,18194700,0.011966020128873156,5.182142857142857,5.212000000000001
2021-10-21,2021,10,21,Thursday,42,2021-42,5.32,5.36,5.3,5.34,15080400,0.005067360057129822,5.213571428571428,5.2105999999999995
2021-10-22,2021,10,22,Friday,42,2021-42,5.36,5.37,5.27,5.28,18971000,-0.01176455368924234,5.24,5.207999999999999
2021-10-25,2021,10,25,Monday,43,2021-43,5.12,5.17,5.07,5.08,29516000,-0.03741485022079927,5.24,5.1996
2021-10-26,2021,10,26,Tuesday,43,2021-43,5.13,5.17,5.08,5.12,21496800,0.007066910464917253,5.242857142857143,5.193
2021-10-27,2021,10,27,Wednesday,43,2021-43,5.2,5.23,5.16,5.17,15961200,0.010526072672051967,5.2421428571428565,5.1896
2021-10-28,2021,10,28,Thursday,43,2021-43,5.37,5.37,5.18,5.23,35044400,0.010416889385649553,5.243571428571428,5.1874
2021-10-29,2021,10,29,Friday,43,2021-43,5.14,5.18,5.08,5.1,21221300,-0.024055035788311918,5.235714285714287,5.1836
2021-11-01,2021,11,1,Monday,44,2021-44,5.03,5.11,4.99,5.11,22731400,0.00176074091678724,5.228571428571429,5.1798
2021-11-02,2021,11,2,Tuesday,44,2021-44,5.06,5.08,4.99,4.99,17793500,-0.022847067711638913,5.21,5.1714
2021-11-03,2021,11,3,Wednesday,44,2021-44,5.07,5.18,5.04,5.18,19821100,0.037769670496027086,5.198571428571428,5.166399999999999
2021-11-04,2021,11,4,Thursday,44,2021-44,5.17,5.19,5.08,5.13,17463100,-0.010398557074626114,5.186428571428571,5.1606
2021-11-05,2021,11,5,Friday,44,2021-44,5.15,5.21,5.12,5.18,17859500,0.01050782327467803,5.177142857142856,5.1566
2021-11-08,2021,11,8,Monday,45,2021-45,5.27,5.3,5.21,5.26,19162300,0.015598019611604341,5.1778571428571425,5.1534
2021-11-09,2021,11,9,Tuesday,45,2021-45,5.25,5.26,5.18,5.2,20290700,-0.011945417070495346,5.1692857142857145,5.1488
2021-11-10,2021,11,10,Wednesday,45,2021-45,5.16,5.23,5.08,5.12,19309100,-0.015544139308288352,5.153571428571429,5.1442
2021-11-11,2021,11,11,Thursday,45,2021-45,5.11,5.17,5.1,5.13,13777600,0.0017544696182187902,5.142857142857143,5.14
2021-11-12,2021,11,12,Friday,45,2021-45,5.12,5.16,5.1,5.1,11165000,-0.005254097570440042,5.144285714285714,5.1332
2021-11-15,2021,11,15,Monday,46,2021-46,5.04,5.06,5.0,5.02,15312100,-0.01584489255695376,5.137142857142856,5.125
2021-11-16,2021,11,16,Tuesday,46,2021-46,5.03,5.06,5.01,5.02,15059200,0.0,5.126428571428572,5.117999999999999
2021-11-17,2021,11,17,Wednesday,46,2021-46,5.02,5.16,5.01,5.1,16380600,0.016099995251887433,5.117142857142857,5.1142
2021-11-18,2021,11,18,Thursday,46,2021-46,5.1,5.25,5.05,5.24,30949000,0.02640849693940428,5.127142857142856,5.1128
2021-11-19,2021,11,19,Friday,46,2021-46,5.22,5.29,5.21,5.22,21261100,-0.0034304222501512216,5.134999999999999,5.112399999999999
2021-11-22,2021,11,22,Monday,47,2021-47,5.21,5.25,5.1,5.1,17477300,-0.022375366584991174,5.142857142857143,5.111
2021-11-23,2021,11,23,Tuesday,47,2021-47,5.14,5.17,5.06,5.14,25194100,0.007042496379219498,5.14,5.1104
2021-11-24,2021,11,24,Wednesday,47,2021-47,5.08,5.19,5.08,5.17,13151100,0.006992596838204301,5.142857142857143,5.1129999999999995
2021-11-26,2021,11,26,Friday,47,2021-47,5.04,5.08,4.92,4.99,21427900,-0.03645805301461358,5.1292857142857144,5.1118
2021-11-29,2021,11,29,Monday,48,2021-48,5.04,5.08,5.01,5.05,12154900,0.012612448203741078,5.114285714285714,5.114000000000001
2021-11-30,2021,11,30,Tuesday,48,2021-48,5.05,5.06,4.92,5.03,34600400,-0.0035586055820093776,5.102142857142857,5.1184
2021-12-01,2021,12,1,Wednesday,48,2021-48,5.08,5.18,4.99,4.99,25094700,-0.007142723756004776,5.092857142857143,5.1213999999999995
2021-12-02,2021,12,2,Thursday,48,2021-48,5.02,5.2,5.01,5.16,37630500,0.03237392144690654,5.095,5.1248000000000005
2021-12-03,2021,12,3,Friday,48,2021-48,5.16,5.17,5.02,5.08,27178700,-0.01393702251072082,5.093571428571429,5.1262
2021-12-06,2021,12,6,Monday,49,2021-49,5.08,5.14,4.96,5.11,22973500,0.005300229742586371,5.1000000000000005,5.1282000000000005
2021-12-07,2021,12,7,Tuesday,49,2021-49,5.13,5.37,5.11,5.3,34604200,0.036906744276757886,5.119999999999999,5.133000000000001
2021-12-08,2021,12,8,Wednesday,49,2021-49,5.29,5.33,5.23,5.26,18388700,-0.006779534445156221,5.131428571428572,5.140600000000001
2021-12-09,2021,12,9,Thursday,49,2021-49,5.33,5.44,5.31,5.38,31584000,0.02218408716847131,5.1414285714285715,5.1506
2021-12-10,2021,12,10,Friday,49,2021-49,5.41,5.43,5.35,5.41,18091100,0.005008409235643052,5.154999999999999,5.1608
2021-12-13,2021,12,13,Monday,50,2021-50,5.38,5.43,5.35,5.37,21072800,-0.006644394352754213,5.174285714285714,5.1701999999999995
2021-12-14,2021,12,14,Tuesday,50,2021-50,5.34,5.38,5.29,5.35,19633000,-0.0033446407365134156,5.189285714285714,5.178999999999999
2021-12-15,2021,12,15,Wednesday,50,2021-50,5.35,5.52,5.32,5.51,26636000,0.028523693770692526,5.213571428571428,5.1876
2021-12-16,2021,12,16,Thursday,50,2021-50,5.48,5.52,5.42,5.44,32010000,-0.011419359498181403,5.2457142857142856,5.1948
2021-12-17,2021,12,17,Friday,50,2021-50,5.38,5.45,5.35,5.4,25637100,-0.008250780272059388,5.270714285714286,5.199199999999999
2021-12-20,2021,12,20,Monday,51,2021-51,5.37,5.38,5.25,5.31,18759900,-0.016638932315818256,5.290714285714286,5.2012
2021-12-21,2021,12,21,Tuesday,51,2021-51,5.31,5.37,5.29,5.36,15204500,0.010152228639096705,5.317142857142857,5.204199999999999
2021-12-22,2021,12,22,Wednesday,51,2021-51,5.38,5.52,5.37,5.52,20772700,0.028475824194291732,5.3428571428571425,5.2104
2021-12-23,2021,12,23,Thursday,51,2021-51,5.57,5.61,5.55,5.56,13625900,0.00814319096128191,5.377142857142857,5.2166
2021-12-27,2021,12,27,Monday,52,2021-52,5.64,5.7,5.61,5.7,15681700,0.02423275962981908,5.4192857142857145,5.2238
2021-12-28,2021,12,28,Tuesday,52,2021-52,5.72,5.75,5.64,5.66,12315300,-0.006309280857192734,5.445,5.231
2021-12-29,2021,12,29,Wednesday,52,2021-52,5.64,5.67,5.62,5.65,9834900,-0.0015872930275385722,5.472857142857143,5.2378
2021-12-30,2021,12,30,Thursday,52,2021-52,5.65,5.68,5.62,5.62,12171400,-0.004769365202580533,5.49,5.2452
2021-12-31,2021,12,31,Friday,52,2021-52,5.61,5.63,5.53,5.59,10957100,-0.0063898259365385845,5.502857142857144,5.2505999999999995
2022-01-03,2022,1,3,Monday,01,2022-01,5.68,5.69,5.6,5.65,22991400,0.011253957823047944,5.522857142857143,5.256800000000001
2022-01-04,2022,1,4,Tuesday,01,2022-01,5.66,5.67,5.59,5.61,21344900,-0.00635926612894111,5.541428571428573,5.263400000000001
2022-01-05,2022,1,5,Wednesday,01,2022-01,5.62,5.7,5.51,5.52,27541300,-0.01759990433006675,5.542142857142857,5.272200000000001
2022-01-06,2022,1,6,Thursday,01,2022-01,5.47,5.53,5.41,5.5,27604400,-0.0032574838785758287,5.546428571428572,5.2798
2022-01-07,2022,1,7,Friday,01,2022-01,5.52,5.56,5.46,5.48,25342500,-0.003267869543351787,5.552142857142857,5.2860000000000005
2022-01-10,2022,1,10,Monday,02,2022-02,5.46,5.55,5.43,5.54,21384500,0.011475346922869889,5.5685714285714285,5.292199999999999
2022-01-11,2022,1,11,Tuesday,02,2022-02,5.52,5.62,5.48,5.61,27926600,0.011345071271378515,5.586428571428571,5.3024000000000004
2022-01-12,2022,1,12,Wednesday,02,2022-02,5.56,5.59,5.45,5.47,28582000,-0.024038164610147184,5.582857142857143,5.3096000000000005
2022-01-13,2022,1,13,Thursday,02,2022-02,5.4,5.43,5.28,5.29,29341500,-0.032840887953233144,5.563571428571429,5.3156
2022-01-14,2022,1,14,Friday,02,2022-02,5.27,5.33,5.22,5.33,27200500,0.006791134753626693,5.5371428571428565,5.318599999999999
2022-01-18,2022,1,18,Tuesday,03,2022-03,5.28,5.28,5.16,5.17,25236800,-0.030354147536020504,5.502142857142857,5.319399999999999
2022-01-19,2022,1,19,Wednesday,03,2022-03,5.21,5.25,5.14,5.16,23791200,-0.001739121122520615,5.467142857142856,5.319
2022-01-20,2022,1,20,Thursday,03,2022-03,5.17,5.21,5.06,5.06,25855700,-0.019163475312746536,5.427142857142857,5.315
2022-01-21,2022,1,21,Friday,03,2022-03,5.04,5.11,4.95,4.95,64116800,-0.02131445520558739,5.381428571428572,5.31
2022-01-24,2022,1,24,Monday,04,2022-04,4.85,4.95,4.72,4.93,44962300,-0.003629840124025563,5.329999999999999,5.3062000000000005
2022-01-25,2022,1,25,Tuesday,04,2022-04,4.96,5.06,4.91,5.0,37207600,0.014571965377694784,5.286428571428571,5.3036
2022-01-26,2022,1,26,Wednesday,04,2022-04,5.12,5.13,4.95,5.01,30882900,0.0017952269093619577,5.25,5.301799999999999
2022-01-27,2022,1,27,Thursday,04,2022-04,5.07,5.11,4.99,5.02,44196400,0.0017922001099541784,5.215714285714285,5.301799999999999
2022-01-28,2022,1,28,Friday,04,2022-04,5.06,5.14,4.95,5.14,33370700,0.023255875789373714,5.191428571428571,5.304200000000001
2022-01-31,2022,1,31,Monday,05,2022-05,5.21,5.33,5.2,5.3,25122600,0.03146835624416955,5.174285714285714,5.308199999999999
2022-02-01,2022,2,1,Tuesday,05,2022-05,5.32,5.34,5.26,5.34,25378700,0.006779714390596769,5.155,5.3102
2022-02-02,2022,2,2,Wednesday,05,2022-05,5.34,5.39,5.33,5.36,31203900,0.005050477518297125,5.147142857142858,5.313000000000001
2022-02-03,2022,2,3,Thursday,05,2022-05,5.25,5.31,5.14,5.14,32235300,-0.04187590868394864,5.136428571428572,5.3138
2022-02-04,2022,2,4,Friday,05,2022-05,5.15,5.19,5.08,5.13,24880000,-0.001748334817578856,5.122142857142856,5.3136
2022-02-07,2022,2,7,Monday,06,2022-06,5.08,5.18,5.08,5.15,23069500,0.003502607758226084,5.1207142857142856,5.313199999999999
2022-02-08,2022,2,8,Tuesday,06,2022-06,5.09,5.14,5.08,5.11,15663800,-0.0069807646360793285,5.117142857142857,5.3156
2022-02-09,2022,2,9,Wednesday,06,2022-06,5.15,5.18,5.13,5.18,13622400,0.014059676565119084,5.1257142857142854,5.318200000000001
2022-02-10,2022,2,10,Thursday,06,2022-06,5.09,5.18,5.06,5.08,21150500,-0.020797114149252227,5.135,5.3191999999999995
2022-02-11,2022,2,11,Friday,06,2022-06,5.09,5.16,4.96,4.98,28640500,-0.019469012580319967,5.138571428571429,5.319
2022-02-14,2022,2,14,Monday,07,2022-07,4.92,4.94,4.81,4.88,27289200,-0.019855772777926273,5.130000000000001,5.313400000000001
2022-02-15,2022,2,15,Tuesday,07,2022-07,4.95,5.05,4.95,5.03,29911500,0.03130757783024474,5.131428571428572,5.3124
2022-02-16,2022,2,16,Wednesday,07,2022-07,5.16,5.25,5.16,5.25,27841300,0.042857006084837446,5.147857142857143,5.3152
2022-02-17,2022,2,17,Thursday,07,2022-07,5.16,5.19,5.05,5.08,21700700,-0.03253398415663389,5.143571428571429,5.3108
2022-02-18,2022,2,18,Friday,07,2022-07,5.11,5.13,5.04,5.08,26626000,0.001769995647120437,5.127857142857144,5.3072
2022-02-22,2022,2,22,Tuesday,08,2022-08,4.95,5.03,4.89,4.95,33156700,-0.02650180522750667,5.1000000000000005,5.2986
2022-02-23,2022,2,23,Wednesday,08,2022-08,4.99,5.01,4.82,4.83,40536600,-0.023593527271634218,5.062142857142858,5.286999999999999
2022-02-24,2022,2,24,Thursday,08,2022-08,4.61,4.85,4.6,4.84,46599900,0.0018585284511933864,5.040714285714286,5.2764
2022-02-25,2022,2,25,Friday,08,2022-08,4.89,4.93,4.86,4.89,38478900,0.009276585485382016,5.0235714285714295,5.2672
2022-02-28,2022,2,28,Monday,09,2022-09,4.8,4.87,4.73,4.81,36567100,-0.016544222402811615,4.999285714285714,5.2532
2022-03-01,2022,3,1,Tuesday,09,2022-09,4.75,4.77,4.62,4.65,37545500,-0.03177553068031547,4.966428571428572,5.237399999999999
2022-03-02,2022,3,2,Wednesday,09,2022-09,4.7,4.82,4.65,4.79,28706000,0.028957471189688055,4.938571428571428,5.2252
2022-03-03,2022,3,3,Thursday,09,2022-09,4.63,4.64,4.44,4.46,51214000,-0.06941850421120654,4.894285714285714,5.2082
2022-03-04,2022,3,4,Friday,09,2022-09,4.27,4.36,4.26,4.31,34027800,-0.03225799892076986,4.846428571428571,5.187200000000001
2022-03-07,2022,3,7,Monday,10,2022-10,4.28,4.29,4.05,4.07,47979400,-0.05624980577373717,4.788571428571429,5.158200000000001
2022-03-08,2022,3,8,Tuesday,10,2022-10,4.24,4.33,4.14,4.23,50710900,0.03973487583642288,4.731428571428572,5.1316
2022-03-09,2022,3,9,Wednesday,10,2022-10,4.4,4.46,4.35,4.41,36989000,0.04246261529407014,4.671428571428572,5.1058
2022-03-10,2022,3,10,Thursday,10,2022-10,4.37,4.42,4.31,4.36,25449600,-0.012219895851735219,4.62,5.0798000000000005
2022-03-11,2022,3,11,Friday,10,2022-10,4.46,4.47,4.32,4.32,24625700,-0.008247160448479174,4.565714285714286,5.0532
2022-03-14,2022,3,14,Monday,11,2022-11,4.54,4.58,4.47,4.51,36673600,0.04365902346815975,4.534285714285715,5.031000000000001
2022-03-15,2022,3,15,Tuesday,11,2022-11,4.55,4.58,4.51,4.58,26503800,0.015936273095726206,4.5164285714285715,5.0108
2022-03-16,2022,3,16,Wednesday,11,2022-11,4.71,4.72,4.58,4.72,32842100,0.03137248003707138,4.507857142857143,4.9921999999999995
2022-03-17,2022,3,17,Thursday,11,2022-11,4.73,4.79,4.71,4.78,22962000,0.01140678194283451,4.5,4.9756
2022-03-18,2022,3,18,Friday,11,2022-11,4.69,4.8,4.69,4.79,20828300,0.0018797889016719527,4.498571428571428,4.961
2022-03-21,2022,3,21,Monday,12,2022-12,4.79,4.81,4.72,4.76,20785300,-0.005628387397742518,4.506428571428572,4.9462
2022-03-22,2022,3,22,Tuesday,12,2022-12,4.81,4.84,4.78,4.82,25156700,0.013207372932181993,4.508571428571429,4.933
2022-03-23,2022,3,23,Wednesday,12,2022-12,4.77,4.8,4.72,4.74,17479200,-0.01675948770969249,4.5285714285714285,4.917
2022-03-24,2022,3,24,Thursday,12,2022-12,4.76,4.81,4.74,4.8,17752300,0.011363269629652395,4.5635714285714295,4.9008
2022-03-25,2022,3,25,Friday,12,2022-12,4.79,4.83,4.77,4.82,18601200,0.005618046778651742,4.617142857142857,4.8878
2022-03-28,2022,3,28,Monday,13,2022-13,4.82,4.85,4.78,4.84,17026300,0.003724275683984146,4.660714285714286,4.878800000000001
2022-03-29,2022,3,29,Tuesday,13,2022-13,4.99,5.01,4.91,4.97,23298200,0.02597418329568546,4.700714285714286,4.8716
2022-03-30,2022,3,30,Wednesday,13,2022-13,4.99,5.03,4.97,4.97,25986500,0.0,4.744285714285715,4.8676
2022-03-31,2022,3,31,Thursday,13,2022-13,4.96,4.98,4.9,4.9,18254600,-0.012658254580214301,4.785714285714286,4.862399999999999
2022-04-01,2022,4,1,Friday,13,2022-13,4.97,4.99,4.92,4.99,17550400,0.016483523962229185,4.82,4.861000000000001
2022-04-04,2022,4,4,Monday,14,2022-14,5.0,5.02,4.99,5.02,14702400,0.0072072635611915015,4.851428571428571,4.8624
2022-04-05,2022,4,5,Tuesday,14,2022-14,4.99,5.0,4.94,4.96,26184200,-0.012522482313280459,4.868571428571428,4.8629999999999995
2022-04-06,2022,4,6,Wednesday,14,2022-14,4.9,4.91,4.81,4.86,24163800,-0.019927428915649692,4.874285714285714,4.8602
2022-04-07,2022,4,7,Thursday,14,2022-14,4.88,4.9,4.81,4.89,22521000,0.005545256036110446,4.881428571428572,4.8578
2022-04-08,2022,4,8,Friday,14,2022-14,4.86,4.9,4.81,4.82,16916400,-0.012867674324019474,4.885714285714285,4.8538
2022-04-11,2022,4,11,Monday,15,2022-15,4.79,4.81,4.74,4.75,19077300,-0.014897498146758892,4.880714285714285,4.846
2022-04-12,2022,4,12,Tuesday,15,2022-15,4.73,4.77,4.63,4.65,22544600,-0.020793936433988303,4.8742857142857146,4.832999999999999
2022-04-13,2022,4,13,Wednesday,15,2022-15,4.69,4.72,4.65,4.72,22584400,0.013513541210423474,4.868571428571428,4.820600000000001
2022-04-14,2022,4,14,Thursday,15,2022-15,4.71,4.73,4.58,4.59,21080800,-0.026666619480981035,4.852142857142857,4.8052
2022-04-18,2022,4,18,Monday,16,2022-16,4.55,4.61,4.52,4.58,15062300,-0.00195704006701658,4.833571428571429,4.7940000000000005
2022-04-19,2022,4,19,Tuesday,16,2022-16,4.63,4.7,4.62,4.67,24988700,0.01960794314152392,4.812142857142858,4.7848
2022-04-20,2022,4,20,Wednesday,16,2022-16,4.79,4.81,4.75,4.79,28273200,0.024999859633935584,4.799285714285714,4.7776000000000005
2022-04-21,2022,4,21,Thursday,16,2022-16,4.85,4.86,4.73,4.73,30061800,-0.01125707357916661,4.7871428571428565,4.77
2022-04-22,2022,4,22,Friday,16,2022-16,4.74,4.74,4.6,4.62,34457000,-0.024667797511603973,4.760714285714286,4.7588
2022-04-25,2022,4,25,Monday,17,2022-17,4.6,4.69,4.56,4.68,40947400,0.013618601092701965,4.736428571428571,4.750800000000001
2022-04-26,2022,4,26,Tuesday,17,2022-17,4.68,4.69,4.56,4.57,31870800,-0.023032604722001304,4.708571428571429,4.7425999999999995
2022-04-27,2022,4,27,Wednesday,17,2022-17,4.55,4.59,4.49,4.53,45674900,-0.009823128414538362,4.6850000000000005,4.7356
2022-04-28,2022,4,28,Thursday,17,2022-17,4.52,4.53,4.27,4.4,60763600,-0.02777814934163858,4.6499999999999995,4.723
2022-04-29,2022,4,29,Friday,17,2022-17,4.55,4.6,4.52,4.53,42409400,0.028571821670977604,4.6292857142857144,4.708600000000001
2022-05-02,2022,5,2,Monday,18,2022-18,4.48,4.64,4.47,4.63,56168800,0.022115761861854377,4.6207142857142856,4.6996
2022-05-03,2022,5,3,Tuesday,18,2022-18,4.64,4.76,4.63,4.72,46478000,0.019493051643376225,4.625714285714286,4.6924
2022-05-04,2022,5,4,Wednesday,18,2022-18,4.68,4.82,4.65,4.81,28011200,0.019120641136967098,4.632142857142857,4.6896
2022-05-05,2022,5,5,Thursday,18,2022-18,4.67,4.71,4.57,4.61,45501500,-0.041275766856562535,4.633571428571429,4.6852
2022-05-06,2022,5,6,Friday,18,2022-18,4.55,4.56,4.45,4.47,42865200,-0.029354222417351084,4.625714285714286,4.6777999999999995
2022-05-09,2022,5,9,Monday,19,2022-19,4.37,4.41,4.29,4.31,38416100,-0.03629025639910666,4.6,4.6662
2022-05-10,2022,5,10,Tuesday,19,2022-19,4.37,4.38,4.27,4.34,39593100,0.006275954431897324,4.567857142857142,4.6568000000000005
2022-05-11,2022,5,11,Wednesday,19,2022-19,4.33,4.41,4.23,4.23,47786100,-0.024947909334161578,4.5321428571428575,4.6484
2022-05-12,2022,5,12,Thursday,19,2022-19,4.18,4.26,4.13,4.21,48509900,-0.0042645223413743105,4.502857142857143,4.6368
2022-05-13,2022,5,13,Friday,19,2022-19,4.32,4.43,4.32,4.4,25335500,0.04496806842315815,4.482857142857143,4.6356
2022-05-16,2022,5,16,Monday,20,2022-20,4.4,4.44,4.37,4.4,31238000,0.0,4.470714285714285,4.6374
2022-05-17,2022,5,17,Tuesday,20,2022-20,4.47,4.56,4.47,4.55,26692600,0.032786800006369576,4.472142857142858,4.647
2022-05-18,2022,5,18,Wednesday,20,2022-20,4.51,4.53,4.36,4.38,35275200,-0.03571432691963783,4.470714285714285,4.65
2022-05-19,2022,5,19,Thursday,20,2022-20,4.3,4.39,4.27,4.33,41833300,-0.012345621269697293,4.456428571428572,4.6484
2022-05-20,2022,5,20,Friday,20,2022-20,4.4,4.42,4.26,4.36,36037700,0.006249915337049883,4.437142857142858,4.6484000000000005
2022-05-23,2022,5,23,Monday,21,2022-21,4.4,4.47,4.37,4.45,30988400,0.020704019854494993,4.417857142857143,4.651
2022-05-24,2022,5,24,Tuesday,21,2022-21,4.42,4.45,4.38,4.42,33970800,-0.006085217492563522,4.39,4.6491999999999996
2022-05-25,2022,5,25,Wednesday,21,2022-21,4.4,4.47,4.38,4.45,33097900,0.006122474078926521,4.378571428571429,4.6466
2022-05-26,2022,5,26,Thursday,21,2022-21,4.46,4.61,4.46,4.59,36661500,0.03245449329367234,4.387142857142857,4.644
2022-05-27,2022,5,27,Friday,21,2022-21,4.6,4.65,4.57,4.64,19403100,0.009823117622652644,4.410714285714286,4.6412
2022-05-31,2022,5,31,Tuesday,22,2022-22,4.55,4.57,4.5,4.52,33552200,-0.025291621701646783,4.423571428571429,4.6358
2022-06-01,2022,6,1,Wednesday,22,2022-22,4.52,4.55,4.44,4.48,38040600,-0.007984378806761061,4.441428571428571,4.630199999999999
2022-06-02,2022,6,2,Thursday,22,2022-22,4.5,4.59,4.47,4.59,28923800,0.024145075736222488,4.468571428571429,4.6256
2022-06-03,2022,6,3,Friday,22,2022-22,4.54,4.56,4.51,4.55,29687900,-0.009823325334688993,4.479285714285714,4.6218
2022-06-06,2022,6,6,Monday,23,2022-23,4.56,4.59,4.5,4.51,32119400,-0.007936645287681787,4.4871428571428575,4.6160000000000005
2022-06-07,2022,6,7,Tuesday,23,2022-23,4.5,4.57,4.47,4.57,28128000,0.014000164931711856,4.488571428571428,4.611
2022-06-08,2022,6,8,Wednesday,23,2022-23,4.52,4.56,4.5,4.52,24280400,-0.011834054852109532,4.498571428571429,4.6046
2022-06-09,2022,6,9,Thursday,23,2022-23,4.47,4.49,4.37,4.37,35493900,-0.03193635456884136,4.501428571428572,4.5926
2022-06-10,2022,6,10,Friday,23,2022-23,4.28,4.29,4.22,4.24,45863300,-0.03092806877341492,4.492857142857143,4.577999999999999
2022-06-13,2022,6,13,Monday,24,2022-24,4.18,4.21,4.11,4.12,46380400,-0.027659130315853653,4.469285714285714,4.5624
2022-06-14,2022,6,14,Tuesday,24,2022-24,4.29,4.31,4.18,4.21,41501400,0.021881458908904472,4.454285714285715,4.5468
2022-06-15,2022,6,15,Wednesday,24,2022-24,4.25,4.35,4.2,4.29,41937200,0.01927202932421057,4.442857142857142,4.5322
2022-06-16,2022,6,16,Thursday,24,2022-24,4.17,4.19,4.11,4.13,51041800,-0.03781528143568935,4.41,4.5156
2022-06-17,2022,6,17,Friday,24,2022-24,4.19,4.21,4.1,4.14,53596800,0.0021835308587343505,4.3742857142857146,4.5012
2022-06-21,2022,6,21,Tuesday,25,2022-25,4.27,4.31,4.24,4.25,28100300,0.026143899244339464,4.3549999999999995,4.4884
2022-06-22,2022,6,22,Wednesday,25,2022-25,4.22,4.28,4.21,4.22,38534800,-0.006369228016881556,4.336428571428572,4.4764
2022-06-23,2022,6,23,Thursday,25,2022-25,4.19,4.22,4.13,4.21,41369400,-0.002137099206359072,4.309285714285715,4.4656
2022-06-24,2022,6,24,Friday,25,2022-25,4.23,4.36,4.22,4.34,22890000,0.029978599085690005,4.2942857142857145,4.4594
2022-06-27,2022,6,27,Monday,26,2022-26,4.37,4.39,4.31,4.35,30702300,0.0020790107614661046,4.282857142857143,4.452
2022-06-28,2022,6,28,Tuesday,26,2022-26,4.37,4.39,4.28,4.28,31195000,-0.014522882102085188,4.262142857142857,4.4458
2022-06-29,2022,6,29,Wednesday,26,2022-26,4.29,4.3,4.22,4.25,30976400,-0.0084208656644561,4.242857142857143,4.4392000000000005
2022-06-30,2022,6,30,Thursday,26,2022-26,4.15,4.19,4.1,4.16,29242000,-0.02123139605500457,4.227857142857142,4.429
2022-07-01,2022,7,1,Friday,26,2022-26,4.16,4.2,4.1,4.2,31178700,0.010845686505512875,4.225,4.417199999999999
2022-07-05,2022,7,5,Tuesday,27,2022-27,4.03,4.1,3.98,4.1,39648300,-0.023604911651173066,4.223571428571429,4.404599999999999
2022-07-06,2022,7,6,Wednesday,27,2022-27,4.07,4.13,4.04,4.11,27760300,0.0021976949530626566,4.216428571428572,4.3944
2022-07-07,2022,7,7,Thursday,27,2022-27,4.13,4.19,4.12,4.18,15795400,0.015350825330890494,4.208571428571429,4.3844
2022-07-08,2022,7,8,Friday,27,2022-27,4.16,4.23,4.14,4.19,15861400,0.004319786850173868,4.212857142857143,4.3768
2022-07-11,2022,7,11,Monday,28,2022-28,4.14,4.2,4.13,4.16,19140000,-0.008602072059505472,4.214285714285714,4.3694
2022-07-12,2022,7,12,Tuesday,28,2022-28,4.15,4.19,4.11,4.12,21726900,-0.008676595072277471,4.205,4.3638
2022-07-13,2022,7,13,Wednesday,28,2022-28,4.08,4.16,4.07,4.15,24229500,0.006564345134016714,4.2,4.3562
2022-07-14,2022,7,14,Thursday,28,2022-28,4.01,4.03,3.94,4.02,29844500,-0.030435019941310926,4.186428571428571,4.343999999999999
2022-07-15,2022,7,15,Friday,28,2022-28,4.09,4.16,4.06,4.16,19344900,0.03363254902899704,4.173571428571429,4.3328
2022-07-18,2022,7,18,Monday,29,2022-29,4.18,4.2,4.11,4.12,23160100,-0.008676595072277471,4.1571428571428575,4.319
2022-07-19,2022,7,19,Tuesday,29,2022-29,4.12,4.23,4.11,4.22,20809600,0.02406999808907684,4.152857142857143,4.3112
2022-07-20,2022,7,20,Wednesday,29,2022-29,4.22,4.26,4.19,4.24,22249300,0.004273068867683083,4.152142857142857,4.3066
2022-07-21,2022,7,21,Thursday,29,2022-29,4.48,4.64,4.47,4.62,37441000,0.08936185911250005,4.1850000000000005,4.3128
2022-07-22,2022,7,22,Friday,29,2022-29,4.59,4.65,4.58,4.6,25884900,-0.003906162884917075,4.213571428571429,4.3180000000000005
2022-07-25,2022,7,25,Monday,30,2022-30,4.64,4.68,4.6,4.63,23800700,0.005905698507747692,4.251428571428571,4.3260000000000005
2022-07-26,2022,7,26,Tuesday,30,2022-30,4.6,4.61,4.56,4.56,17309100,-0.01369875153110267,4.283571428571428,4.333
2022-07-27,2022,7,27,Wednesday,30,2022-30,4.64,4.72,4.62,4.68,23703400,0.025793733295750076,4.319285714285714,4.3386000000000005
2022-07-28,2022,7,28,Thursday,30,2022-30,4.66,4.71,4.65,4.71,18611600,0.005802686851578365,4.356428571428571,4.344799999999999
2022-07-29,2022,7,29,Friday,30,2022-30,4.7,4.71,4.66,4.69,16225000,-0.0038463762295670723,4.394285714285714,4.347600000000001
2022-08-01,2022,8,1,Monday,31,2022-31,4.73,4.77,4.7,4.74,27484300,0.009652612481326539,4.438571428571429,4.3548
2022-08-02,2022,8,2,Tuesday,31,2022-31,4.68,4.72,4.66,4.66,29076500,-0.015296246605336683,4.475,4.3614
2022-08-03,2022,8,3,Wednesday,31,2022-31,4.68,4.73,4.66,4.73,24190200,0.013592047581675093,4.525714285714286,4.3688
